timestamp,d_0,d_1,d_2,d_3,d_4,f_0,f_1,f_2,f_3,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,t_0,t_1,t_2,t_3,t_5,t_6,t_7,t_9,t_10,t_11,t_12,t_13,t_14,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_24,t_25,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,y1,y2
14,-0.05765838176012039,-0.03409571945667267,0.03183448314666748,-0.3236009478569031,-0.017117438837885857,-0.10233102738857269,0.09731289744377136,0.2836616635322571,-0.02958715707063675,-0.13058051466941833,-0.07210785150527954,0.03957197070121765,-0.0822729617357254,-0.05817994102835655,0.02594335749745369,0.1538301557302475,-0.0287018995732069,0.04792427644133568,-0.02441420406103134,0.14853473007678986,-0.1257469207048416,0.11468007415533066,0.09760279208421707,0.07428616285324097,0.2086588442325592,0.015581030398607254,0.24769428372383118,0.19563157856464386,-0.09941276162862778,-0.021299351006746292,-0.24235112965106964,0.21140824258327484,-0.003407886251807213,-0.03647826984524727,0.02719823271036148,0.01895204186439514,-0.025743426755070686,0.21125991642475128,-0.0012927374336868525,0.16635920107364655,0.018914373591542244,-0.09830046445131302,-0.1943177878856659,-0.022221572697162628,0.16763080656528473,0.1248374804854393,0.15751683712005615,-0.0990302562713623,0.782383918762207,-0.238610178232193,-0.052576757967472076,-0.1112060397863388,-0.0408598929643631,-0.02578848972916603,0.4506632089614868,-0.01961236633360386,0.11814918369054794,0.09679969400167465,0.30658358335494995,0.13662861287593842,0.24075418710708618,-0.2388417273759842,0.2067355066537857,-0.12053282558917999,-0.13353176414966583,-0.14947965741157532,0.6383969187736511,-0.1456008106470108,,,0.0,,,-2.0,-0.22533480823040009,,-2.0,-2.0,,0.0,-2.0,,0.0,,0.1821700483560562,0.0,0.21072302758693695,0.0,,,-0.07641997933387756,,-2.0,0.0047844708897173405,,,-0.15704846382141113,-0.5,2.3292202949523926,0.7901662588119507,,,,-0.31949010491371155,,,-2.0,,-0.0006401138380169868,1
15,-0.05765838176012039,-0.03409571945667267,0.03183448314666748,-0.323613703250885,-0.017117438837885857,-0.10293599963188171,0.09731289744377136,0.283425897359848,-0.02958715707063675,-0.13058051466941833,-0.07210785150527954,0.03943865746259689,-0.0822729617357254,-0.058190230280160904,0.02593739703297615,0.15369100868701935,-0.0287018995732069,0.04792427644133568,-0.02441420406103134,0.14841681718826294,-0.1257469207048416,0.11468007415533066,0.0974239706993103,0.07428616285324097,0.20855125784873962,0.015588214620947838,0.24769428372383118,0.19563157856464386,-0.09940774738788605,-0.021299351006746292,-0.24236026406288147,0.21140824258327484,-0.003407886251807213,-0.03647826984524727,0.027178090065717697,0.01895204186439514,-0.025743426755070686,0.21125991642475128,-0.0012927374336868525,0.16635920107364655,0.018815943971276283,-0.09830046445131302,-0.1943177878856659,-0.022221572697162628,0.16763080656528473,0.1252329796552658,0.15762300789356232,-0.0990302562713623,0.782383918762207,-0.2384967803955078,-0.052576757967472076,-0.1112060397863388,-0.04091126099228859,-0.02578848972916603,0.4506632089614868,-0.01961236633360386,0.11814918369054794,0.09668650478124619,0.30658358335494995,0.13649389147758484,0.2405492514371872,-0.23885796964168549,0.2067355066537857,-0.12053282558917999,-0.13354839384555817,-0.14947965741157532,0.6420689225196838,-0.1456008106470108,,,0.0,,,-2.0,-0.22551599144935608,,-2.0,-2.0,,0.0,-2.0,,0.0,,0.1848289519548416,0.0,0.2181379646062851,0.0,,,-0.07821591198444366,,-2.0,0.004489749204367399,,,-0.17147299647331238,-0.5,2.3303139209747314,0.788396954536438,,,,-0.31953996419906616,,,-2.0,,0.0024342574179172516,1
16,-0.05765838176012039,-0.03409571945667267,0.03183448314666748,-0.32362478971481323,-0.017117438837885857,-0.10346215218305588,0.09731289744377136,0.2832208573818207,-0.02958715707063675,-0.13058051466941833,-0.07210785150527954,0.039322711527347565,-0.0822729617357254,-0.05819918215274811,0.02593221329152584,0.15356998145580292,-0.0287018995732069,0.04792427644133568,-0.02441420406103134,0.14831428229808807,-0.1257469207048416,0.11468007415533066,0.09726844727993011,0.07428616285324097,0.20845770835876465,0.015594462864100933,0.24769428372383118,0.19563157856464386,-0.09940338879823685,-0.021299351006746292,-0.2423682063817978,0.21140824258327484,-0.003407886251807213,-0.03647826984524727,0.02716057002544403,0.01895204186439514,-0.025743426755070686,0.21125991642475128,-0.0012927374336868525,0.16635920107364655,0.018730338662862778,-0.09830046445131302,-0.1943177878856659,-0.022221572697162628,0.16763080656528473,0.1255769580602646,0.1577153503894806,-0.0990302562713623,0.782383918762207,-0.23839816451072693,-0.052576757967472076,-0.1112060397863388,-0.040955934673547745,-0.02578848972916603,0.4506632089614868,-0.01961236633360386,0.11814918369054794,0.09658806771039963,0.30658358335494995,0.13637672364711761,0.24037103354930878,-0.23887209594249725,0.2067355066537857,-0.12053282558917999,-0.1335628479719162,-0.14947965741157532,0.6452625393867493,-0.1456008106470108,,,0.0,,,-2.0,-0.22567357122898102,,-2.0,-2.0,,0.0,-2.0,,0.0,,0.18714146316051483,0.0,0.22458691895008087,0.0,,,-0.07977788150310516,,-2.0,0.00399938877671957,,,-0.03499668464064598,-0.5,2.3312649726867676,0.7868581414222717,,,,-0.31958329677581787,,,-2.0,,0.0007986155105754733,1
17,-0.05765838176012039,-0.03409571945667267,0.03183448314666748,-0.3093971312046051,-0.017117438837885857,-0.10872599482536316,0.09731289744377136,0.2972368896007538,-0.02958715707063675,-0.13058051466941833,-0.07210785150527954,0.04724787920713425,-0.0822729617357254,-0.05837298184633255,0.018703971058130264,0.1615375429391861,-0.0287018995732069,0.04792427644133568,-0.02441420406103134,0.15532328188419342,-0.1257469207048416,0.11468007415533066,0.1080814003944397,0.07428616285324097,0.21485263109207153,0.016024645417928696,0.24769428372383118,0.19563157856464386,-0.09931642562150955,-0.021299351006746292,-0.24181623756885529,0.21140824258327484,-0.003407886251807213,-0.03647826984524727,0.028358081355690956,0.01895204186439514,-0.025743426755070686,0.20915229618549347,-0.0012927374336868525,0.16635920107364655,0.024581734091043472,-0.09830046445131302,-0.1943177878856659,-0.022221572697162628,0.16763080656528473,0.12520037591457367,0.1559627503156662,-0.0990302562713623,0.782383918762207,-0.24513916671276093,-0.052576757967472076,-0.1112060397863388,-0.03801487386226654,-0.02578848972916603,0.4506632089614868,-0.01961236633360386,0.11814918369054794,0.11203896999359131,0.30658358335494995,0.14409008622169495,0.2525533437728882,-0.23788994550704956,0.2067355066537857,-0.12053282558917999,-0.13257437944412231,-0.14947965741157532,0.5615178346633911,-0.1456008106470108,,,-0.25956782698631287,,,-2.0,-0.22266870737075806,,-2.0,-2.0,,0.0,-2.0,,-0.25956782698631287,,0.05811481550335884,0.0,0.07411481440067291,0.0,,,-0.12282484769821167,,-2.0,0.0036608970258384943,,,-0.04760077968239784,-0.5,2.141537666320801,0.7610481381416321,,,,-0.308754026889801,,,-2.0,,-0.011495032347738743,1
18,-0.05765838176012039,-0.03409571945667267,0.03183448314666748,-0.2970201373100281,-0.017117438837885857,-0.11330514401197433,0.09731289744377136,0.309429794549942,-0.02958715707063675,-0.13058051466941833,-0.07210785150527954,0.05414218083024025,-0.0822729617357254,-0.058524176478385925,0.01241594273597002,0.16846874356269836,-0.0287018995732069,0.04792427644133568,-0.02441420406103134,0.16142058372497559,-0.1257469207048416,0.11468007415533066,0.11748786270618439,0.07428616285324097,0.22041574120521545,0.016398873180150986,0.24769428372383118,0.19563157856464386,-0.09924077242612839,-0.021299351006746292,-0.24133604764938354,0.21140824258327484,-0.003407886251807213,-0.03647826984524727,0.029399825260043144,0.01895204186439514,-0.025743426755070686,0.20731881260871887,-0.0012927374336868525,0.16635920107364655,0.029672009870409966,-0.09830046445131302,-0.1943177878856659,-0.022221572697162628,0.16763080656528473,0.12487278878688812,0.15443813800811768,-0.0990302562713623,0.782383918762207,-0.25100335478782654,-0.052576757967472076,-0.1112060397863388,-0.035456374287605286,-0.02578848972916603,0.4506632089614868,-0.01961236633360386,0.11814918369054794,0.12548008561134338,0.30658358335494995,0.15080013871192932,0.263151079416275,-0.23703555762767792,0.2067355066537857,-0.12053282558917999,-0.13171449303627014,-0.14947965741157532,0.48866623640060425,-0.1456008106470108,,,-0.485372394323349,,,-2.0,-0.22005470097064972,,-2.0,-2.0,,0.0,-2.0,,-0.485372394323349,,-0.05412870645523071,0.0,-0.056784652173519135,0.0,,,-0.160272479057312,,-2.0,0.004211610648781061,,,-0.04058516025543213,-0.5,1.9764890670776367,0.7385953664779663,,,,-0.299333393573761,,,-2.0,,0.013812935911118984,1
19,-0.05765838176012039,-0.03409571945667267,0.03183448314666748,-0.28625208139419556,-0.017117438837885857,-0.11728903651237488,0.09731289744377136,0.32003772258758545,-0.02958715707063675,-0.13058051466941833,-0.07210785150527954,0.06014026701450348,-0.0822729617357254,-0.05865571275353432,0.006945319008082151,0.17449891567230225,-0.0287018995732069,0.04792427644133568,-0.02441420406103134,0.1667252779006958,-0.1257469207048416,0.11468007415533066,0.12567153573036194,0.07428616285324097,0.22525568306446075,0.01672445237636566,0.24769428372383118,0.19563157856464386,-0.09917495399713516,-0.021299351006746292,-0.24091829359531403,0.21140824258327484,-0.003407886251807213,-0.03647826984524727,0.030306149274110794,0.01895204186439514,-0.025743426755070686,0.20572367310523987,-0.0012927374336868525,0.16635920107364655,0.03410058096051216,-0.09830046445131302,-0.1943177878856659,-0.022221572697162628,0.16763080656528473,0.124587781727314,0.15311169624328613,-0.0990302562713623,0.782383918762207,-0.2561052143573761,-0.052576757967472076,-0.1112060397863388,-0.033230461180210114,-0.02578848972916603,0.4506632089614868,-0.01961236633360386,0.11814918369054794,0.13717395067214966,0.30658358335494995,0.15663792192935944,0.2723711431026459,-0.23629222810268402,0.2067355066537857,-0.12053282558917999,-0.13096638023853302,-0.14947965741157532,0.42528489232063293,-0.1456008106470108,,,-0.6818237900733948,,,-2.0,-0.21778050065040588,,-2.0,-2.0,,0.0,-2.0,,-0.6818237900733948,,-0.15178127586841583,0.0,-0.17066800594329834,0.0,,,-0.1928521692752838,,-2.0,0.0029487498104572296,,,-0.03210170194506645,-0.5,1.8328958749771118,0.7190612554550171,,,,-0.29113736748695374,,,-2.0,,0.03547916188836098,1
20,-0.05765838176012039,-0.03409571945667267,0.03183448314666748,-0.276883065700531,-0.017117438837885857,-0.12075532227754593,0.09731289744377136,0.3292674124240875,-0.02958715707063675,-0.13058051466941833,-0.07210785150527954,0.06535906344652176,-0.0822729617357254,-0.058770161122083664,0.0021854559890925884,0.1797456294298172,-0.0287018995732069,0.04792427644133568,-0.02441420406103134,0.17134076356887817,-0.1257469207048416,0.11468007415533066,0.13279196619987488,0.07428616285324097,0.22946679592132568,0.01700773276388645,0.24769428372383118,0.19563157856464386,-0.0991176888346672,-0.021299351006746292,-0.2405548244714737,0.21140824258327484,-0.003407886251807213,-0.03647826984524727,0.03109472244977951,0.01895204186439514,-0.025743426755070686,0.2043357789516449,-0.0012927374336868525,0.16635920107364655,0.037953779101371765,-0.09830046445131302,-0.1943177878856659,-0.022221572697162628,0.16763080656528473,0.12433979660272598,0.15195760130882263,-0.0990302562713623,0.782383918762207,-0.2605442404747009,-0.052576757967472076,-0.1112060397863388,-0.03129374608397484,-0.02578848972916603,0.4506632089614868,-0.01961236633360386,0.11814918369054794,0.14734850823879242,0.30658358335494995,0.1617172509431839,0.2803933024406433,-0.23564545810222626,0.2067355066537857,-0.12053282558917999,-0.13031546771526337,-0.14947965741157532,0.3701382279396057,-0.1456008106470108,,,-0.8527515530586243,,,-2.0,-0.21580176055431366,,-2.0,-2.0,,0.00026467040879651904,-2.0,,-0.8527515530586243,,-0.23674650490283966,0.0,-0.2697552740573883,0.0,,,-0.22119899094104767,,-2.0,0.0,,,-0.012493383139371872,-0.5,1.707958698272705,0.702065110206604,,,,-0.28400617837905884,,,-2.0,,-0.01991206407546997,1
21,-0.05765838176012039,-0.03409571945667267,0.03183448314666748,-0.26873070001602173,-0.017117438837885857,-0.12377147376537323,0.09731289744377136,0.33729851245880127,-0.02958715707063675,-0.13058051466941833,-0.07210785150527954,0.06990014016628265,-0.0822729617357254,-0.058869749307632446,-0.0019562828820198774,0.18431100249290466,-0.0287018995732069,0.04792427644133568,-0.02441420406103134,0.1753568798303604,-0.1257469207048416,0.11468007415533066,0.138987734913826,0.07428616285324097,0.2331310510635376,0.01725422404706478,0.24769428372383118,0.19563157856464386,-0.09906785190105438,-0.021299351006746292,-0.24023854732513428,0.21140824258327484,-0.003407886251807213,-0.03647826984524727,0.03178088739514351,0.01895204186439514,-0.025743426755070686,0.20312811434268951,-0.0012927374336868525,0.16635920107364655,0.041306596249341965,-0.09830046445131302,-0.1943177878856659,-0.022221572697162628,0.16763080656528473,0.12412402033805847,0.15095338225364685,-0.0990302562713623,0.782383918762207,-0.26440680027008057,-0.052576757967472076,-0.1112060397863388,-0.029608536511659622,-0.02578848972916603,0.4506632089614868,-0.01961236633360386,0.11814918369054794,0.1562017798423767,0.30658358335494995,0.1661369502544403,0.28737372159957886,-0.2350827008485794,0.2067355066537857,-0.12053282558917999,-0.1297490894794464,-0.14947965741157532,0.3221530020236969,-0.1456008106470108,0.0,,-1.001482367515564,,,-2.0,-0.21407999098300934,0.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,-1.001482367515564,0.0,-0.31067800521850586,0.0,-0.35597488284111023,0.0,,,-0.2458646446466446,,-2.0,0.0016330432845279574,,0.0,-0.07971712946891785,-0.5,1.5992460250854492,0.6872761249542236,0.0,0.0,0.0,-0.2778010964393616,,0.0,-2.0,,0.026576122269034386,1
22,-0.05765838176012039,-0.03409571945667267,0.03183448314666748,-0.2616365849971771,-0.017117438837885857,-0.12639610469341278,0.09731289744377136,0.34428712725639343,-0.02958715707063675,-0.13058051466941833,-0.07210785150527954,0.07385174185037613,-0.0822729617357254,-0.05895640701055527,-0.005560389719903469,0.1882837563753128,-0.0287018995732069,0.04792427644133568,-0.02441420406103134,0.1788516789674759,-0.1257469207048416,0.11468007415533066,0.14437922835350037,0.07428616285324097,0.2363196611404419,0.01746872067451477,0.24769428372383118,0.19563157856464386,-0.09902448952198029,-0.021299351006746292,-0.2399633228778839,0.21140824258327484,-0.003407886251807213,-0.03647826984524727,0.03237798437476158,0.01895204186439514,-0.025743426755070686,0.2020772248506546,-0.0012927374336868525,0.16635920107364655,0.04422418773174286,-0.09830046445131302,-0.1943177878856659,-0.022221572697162628,0.16763080656528473,0.1239362508058548,0.15007950365543365,-0.0990302562713623,0.782383918762207,-0.2677679657936096,-0.052576757967472076,-0.1112060397863388,-0.028142081573605537,-0.02578848972916603,0.4506632089614868,-0.01961236633360386,0.11814918369054794,0.16390582919120789,0.30658358335494995,0.16998295485973358,0.29344800114631653,-0.2345929890871048,0.2067355066537857,-0.12053282558917999,-0.1292562186717987,-0.14947965741157532,0.2803966701030731,-0.1456008106470108,0.0,,-1.1309067010879517,,,-2.0,-0.21258172392845154,0.0,-2.0,-2.0,0.0,0.00032637707772664726,-2.0,0.0,-1.1309067010879517,0.0,-0.3750125765800476,0.0,-0.43100249767303467,0.0,,,-0.26732850074768066,,-2.0,0.0,,0.0,-0.20533563196659088,-0.5,1.5046452283859253,0.674406886100769,0.0,0.0,0.0,-0.27240145206451416,,0.0,-2.0,,0.010605824179947376,1
23,-0.05765838176012039,-0.03409571945667267,0.03183448314666748,-0.25546300411224365,-0.017117438837885857,-0.12868015468120575,0.09731289744377136,0.3503688871860504,-0.02958715707063675,-0.13058051466941833,-0.07210785150527954,0.07729057967662811,-0.0822729617357254,-0.05903182178735733,-0.008696820586919785,0.1917409896850586,-0.0287018995732069,0.04792427644133568,-0.02441420406103134,0.1818929761648178,-0.1257469207048416,0.11468007415533066,0.1490711122751236,0.07428616285324097,0.23909449577331543,0.017655381932854652,0.24769428372383118,0.19563157856464386,-0.09898675978183746,-0.021299351006746292,-0.2397238165140152,0.21140824258327484,-0.003407886251807213,-0.03647826984524727,0.03289760276675224,0.01895204186439514,-0.025743426755070686,0.2011626958847046,-0.0012927374336868525,0.16635920107364655,0.046763189136981964,-0.09830046445131302,-0.1943177878856659,-0.022221572697162628,0.16763080656528473,0.12377285212278366,0.14931903779506683,-0.0990302562713623,0.782383918762207,-0.27069297432899475,-0.052576757967472076,-0.1112060397863388,-0.026865916326642036,-0.02578848972916603,0.4506632089614868,-0.01961236633360386,0.11814918369054794,0.1706101894378662,0.30658358335494995,0.1733298897743225,0.29873406887054443,-0.23416681587696075,0.2067355066537857,-0.12053282558917999,-0.1288273185491562,-0.14947965741157532,0.2440587282180786,-0.1456008106470108,0.0,,-1.2435367107391357,,,-2.0,-0.21127787232398987,0.0,-2.0,-2.0,0.0,0.0010386158246546984,-2.0,0.0,-1.2435367107391357,0.0,-0.4309989809989929,0.0,-0.49629437923431396,0.0,,,-0.2860071659088135,,-2.0,0.0,,0.0,-0.18272675573825836,-0.5,1.422320008277893,0.6632075309753418,0.0,0.0,0.0,-0.26770249009132385,,0.0,-2.0,,-0.01572437398135662,1
